registered_number,route,component,page_file,title,route_state,sequence_number,source_bytes,dependency_count,primary_component,dependency_files,missing_imports,image_media_signals,interaction_signals,personal_voice_signals,design_tokens,error_signals,generic_signals,unknown_navigation_targets,boredom_risk,source_fingerprint,gift_present,memory,gift,compliment,message,surprise
"31","/cooking-game","CookingGamePage","src/pages/CookingGamePage.jsx","A Birthday Table for Sanu","sequence page 23","23","109814","10","CakeBakingGame","src/pages/CookingGamePage.jsx | src/components/CakeBakingGame.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","61","229","rounded-full text-[11px] font-bold font-ui bg-rose-500 text-white border-rose-500 bg-gray-100 text-gray-600 rounded-3xl","","","","LOW","45f7d93a70b3","true","the future light-blue scooter ride toward Bardiya","a promise map for the places we still want to see","Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight.","Samjhana, my Sanu, Abu made the Cooking Game room around the future light-blue scooter ride toward Bardiya. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight. This page is Abu’s a ti"
"32","/love-pet","LovePetPage","src/pages/LovePetPage.jsx","A Soft Companion for Lonely Days","sequence page 24","24","107737","10","VirtualLovePet","src/pages/LovePetPage.jsx | src/components/VirtualLovePet.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","59","230","rounded-3xl border-2 border-pink-300 shadow-2xl bg-white rounded-full bg-pink-100 text-7xl shadow-inner border-4","","","","LOW","9f8ea46dd121","true","Bageshwori Temple and the prayers we carried home","a promise map for the places we still want to see","Your smile makes Abu forget what he was worried about.","Samjhana, my Samjhana, Abu made the Love Pet room around Bageshwori Temple and the prayers we carried home. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. Your smile makes Abu forget what he was worried about. This page is Abu’s a tiny memory ticket from "
"33","/future-night-ride","FutureNightRidePage","src/pages/FutureNightRidePage.jsx","The Night Ride We Still Owe Ourselves","registered but not in sequence","","321429","4","page-specific JSX","src/pages/FutureNightRidePage.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","6","4134","bg-[ text-[ text-xs font-black text-cyan-300/70 text-6xl text-8xl text-cyan-300 rounded-[2rem] border-cyan-200/15","","","","LOW","419c77a6e150","true","the future light-blue scooter ride toward Bardiya","a compliment saved for your next tired day","Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight.","Samjhana, my Sanu, Abu made the The Night Ride room around the future light-blue scooter ride toward Bardiya. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight. This page is Abu’s a Sa"
"34","/two-truths","TwoTruthsPage","src/pages/TwoTruthsPage.jsx","The Things Abu Knows About You","registered but not in sequence","","115959","10","TwoTruthsGame","src/pages/TwoTruthsPage.jsx | src/components/TwoTruthsGame.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","68","256","font-ui bg-white/80 rounded-2xl border-pink-200 shadow-sm text-xs font-bold text-gray-800 text-rose-600 font-extrabold","","","","LOW","6b02239f97bd","true","late-night video calls between Nepalgunj and Sakai, Osaka","a birthday blessing written in Abu’s handwriting","You make ordinary food, ordinary calls, and ordinary rooms feel like memories.","Samjhana, my Bhuntu, Abu made the Two Truths room around late-night video calls between Nepalgunj and Sakai, Osaka. The gift inside is not expensive; it is specific to you.","This is a reminder that you are loved in the details. You make ordinary food, ordinary calls, and ordinary rooms feel like memories. This page is Abu’s a tiny cinema ticket for one"
"35","/word-search","WordSearchPage","src/pages/WordSearchPage.jsx","Words Hidden in Our Story","registered but not in sequence","","117138","10","LoveWordSearch","src/pages/WordSearchPage.jsx | src/components/LoveWordSearch.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","69","236","font-ui bg-white/80 rounded-2xl border-pink-200 shadow-sm text-xs font-bold text-gray-800 text-rose-600 text-[10px]","","","","LOW","6c0fb9359716","true","the future light-blue scooter ride toward Bardiya","a Bageshwori memory pressed between two pages","Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight.","Samjhana, my Bhoot, Abu made the Word Search room around the future light-blue scooter ride toward Bardiya. This is a reminder that you are loved in the details.","Open this when you miss Abu. Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight. This page is Abu’s a quiet “open when” note for your pocket for Bebo."
"36","/wishing-well","WishingWellPage","src/pages/WishingWellPage.jsx","The Wish Abu Dropped for You","sequence page 25","25","116914","11","WishingWell","src/pages/WishingWellPage.jsx | src/components/WishingWell.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/whatsappHelper.js","","30","78","239","font-ui bg-white/80 rounded-2xl border-pink-200 shadow-sm text-left text-xs font-bold text-gray-700 text-amber-500","","","","LOW","84adcfc891d0","true","Bageshwori Temple and the prayers we carried home","a compliment saved for your next tired day","Your smile makes Abu forget what he was worried about.","Samjhana, my Sanzu, Abu made the Wishing Well room around Bageshwori Temple and the prayers we carried home. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. Your smile makes Abu forget what he was worried about. This page is Abu’s a Sakai-to-Nepalgunj dista"
"37","/voice-soundboard","VoiceSoundboardPage","src/pages/VoiceSoundboardPage.jsx","The Things Abu Wants to Say Out Loud","sequence page 26","26","95344","9","VoiceSoundboard","src/pages/VoiceSoundboardPage.jsx | src/components/VoiceSoundboard.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","28","227","from-rose-500 to-pink-600 from-amber-500 to-orange-500 from-pink-500 to-fuchsia-600 from-purple-500 to-indigo-600 rounded-2xl border-2","","","","LOW","90fa609eb3d4","true","Bageshwori Temple and the prayers we carried home","a Bageshwori memory pressed between two pages","Your smile makes Abu forget what he was worried about.","Samjhana, my Sanu, Abu made the Voice Soundboard room around Bageshwori Temple and the prayers we carried home. This is a reminder that you are loved in the details.","Open this when you miss Abu. Your smile makes Abu forget what he was worried about. This page is Abu’s a quiet “open when” note for your pocket for Babe."
"38","/tic-tac-toe","TicTacToePage","src/pages/TicTacToePage.jsx","Two Hearts, One Gentle Match","registered but not in sequence","","115237","10","LoveTicTacToe","src/pages/TicTacToePage.jsx | src/components/LoveTicTacToe.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","35","71","290","font-ui bg-white/80 rounded-2xl border-pink-200 shadow-sm text-xs font-bold text-gray-800 rounded-full border-2","","","","LOW","5ab370ab9c32","true","the day “Abhay” became “Abu” because you made it yours","a promise folded into a keepsake card","You are the person behind every name Abu says with a softer voice.","Samjhana, my Bhuntu, Abu made the Tic Tac Toe room around the day “Abhay” became “Abu” because you made it yours. This page is a soft place to land when your day is heavy.","A small surprise: Abu remembers more than he says. You are the person behind every name Abu says with a softer voice. This page is Abu’s a compliment saved for your next tired day "
"39","/fireworks","FireworksPage","src/pages/FireworksPage.jsx","A Sky Full of Abu’s Wishes","sequence page 27","27","106735","10","HeartFireworks","src/pages/FireworksPage.jsx | src/components/HeartFireworks.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","52","228","bg-slate-950 rounded-3xl border-2 border-indigo-700 shadow-2xl text-indigo-300 text-xs font-ui font-nepali font-script","","","","LOW","764b787d8fbc","true","the room-search conversation that started in Nepalgunj","a future postcard from the light-blue scooter road","You are the best part of every future Abu imagines.","Samjhana, my Bebo, Abu made the Fireworks room around the room-search conversation that started in Nepalgunj. Read this slowly, Sanu. It was made for your exact heart.","This page is a soft place to land when your day is heavy. You are the best part of every future Abu imagines. This page is Abu’s a Bageshwori memory pressed between two pages for F"
"40","/timeline-quiz","TimelinePuzzlePage","src/pages/TimelinePuzzlePage.jsx","Put Our Memories Back in Order","registered but not in sequence","","107337","10","TimelinePuzzle","src/pages/TimelinePuzzlePage.jsx | src/components/TimelinePuzzle.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","53","229","rounded-3xl border-2 border-pink-300 shadow-2xl bg-white text-left rounded-xl bg-pink-50 text-xs font-bold","","","","LOW","b7cd9462b237","true","the dream of Pokhara, Manang, and Mustang waiting for us","a soft landing place for a difficult day","You are beautiful in the moments you never think to pose for.","Samjhana, my Samjhana, Abu made the Timeline Quiz room around the dream of Pokhara, Manang, and Mustang waiting for us. Keep this for the next time distance feels loud.","Read this slowly, Sanu. It was made for your exact heart. You are beautiful in the moments you never think to pose for. This page is Abu’s a bouquet of words for your soft days for"
"41","/bubble-pop","BubblePopPage","src/pages/BubblePopPage.jsx","A Pocketful of Better Days","registered but not in sequence","","113266","10","BubblePopGame","src/pages/BubblePopPage.jsx | src/components/BubblePopGame.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","62","247","to-be font-ui bg-white/80 rounded-2xl border-pink-200 shadow-sm text-xs font-bold text-gray-800 text-rose-600","","","","LOW","d9dc20bd7400","true","the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home","a bouquet of words for your soft days","You make Abu want to become gentler, steadier, and more worthy of your trust.","Samjhana, my Babe, Abu made the Bubble Pop room around the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home. The gift inside is not expensive; it is specific t","This is a reminder that you are loved in the details. You make Abu want to become gentler, steadier, and more worthy of your trust. This page is Abu’s a future postcard from the li"
"42","/bucket-list","BucketListPage","src/pages/BucketListPage.jsx","Places Abu Still Wants to Take You","sequence page 28","28","119629","10","TravelBucketList","src/pages/BucketListPage.jsx | src/components/TravelBucketList.jsx | src/components/WorldShell.jsx | src/themes.js | src/data/birthdayData.js | src/utils/mediaUtils.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js","","30","82","260","font-ui bg-white/80 rounded-3xl border-pink-200 shadow-sm text-xs font-bold text-rose-600 text-rose-500 text-pink-600","","","","LOW","8db7d86034c2","true","Chau-Chau, Panipuri, momo, and the foods that became our language","a Bageshwori memory pressed between two pages","Your kindness is one of the reasons Abu keeps choosing you.","Samjhana, my Samjhana, Abu made the Bucket List room around Chau-Chau, Panipuri, momo, and the foods that became our language. This is a reminder that you are loved in the details.","Open this when you miss Abu. Your kindness is one of the reasons Abu keeps choosing you. This page is Abu’s a quiet “open when” note for your pocket for Sanzu."
